0.5 3.684 0.006 10.884 0.004
1.0 7.179 0.003 10.892 0.001
1.5 10.673 0.004 10.892 0.001
2.0 14.114 0.006 10.892 0.001
2.5 17.514 0.006 10.892 0.001
3.0 20.858 0.007 10.891 0.001
3.5 23.812 0.009 10.892 0.001
4.0 25.967 0.029 10.895 0.003
4.5 27.547 0.008 10.895 0.001
5.0 28.641 0.016 10.899 0.001
