0.5 4.207 0.008 11.026 0.005
1.0 8.417 0.007 11.031 0.001
1.5 12.579 0.038 11.027 0.008
2.0 16.698 0.019 11.040 0.003
3.0 24.690 0.026 11.047 0.003
4.0 30.678 0.028 11.096 0.002
5.0 34.108 0.021 11.120 0.002
5.5 35.098 0.215 11.116 0.016
